EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaAMRResistanceProfile,CampylobacterAnalysis1ml,CampylobacterAnalysis30ml,CampylobacterSpecies,CampylobacterPFGEPattern,CampylobacterAlleleCode,CampyAMRResistanceProfile
6163403,M48272+P48272,Inland Seafood,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610046,9-Dec-20,Product-Raw-Intact-Chicken,Positive,Enteritidis,NULL,NULL,Pan-Susceptible,NULL,Negative,NULL,NULL,NULL,NULL
6163880,P46338,"Allen Harim Foods, LLC",DE,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607668,9-Dec-20,Product-Raw-Intact-Chicken,Positive,Infantis,NULL,NULL,AMP  AXO  CHL  NAL  FIS  TET (C),NULL,Positive,C. jejuni,NULL,NULL,CIP  NAL (C)
6163896,M1234+P1234,Mountaire Farms Inc.,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608414,9-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163939,P51345,Pearl River Foods,MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102613196,9-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6164113,P18438B,"Dupont Market, Inc. dba Grimaud Farms",CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102606910,9-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9,P177,Pilgrim's Pride Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102618054,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
29,P476,Pilgrim's Pride Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610558,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
32,P646,"JCG Foods of Georgia, LLC",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607329,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
53,P1480,"Tip Top Poultry, Inc.",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612457,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
197,M12650+P12650,Fieldale Farms Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616516,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
469,M17335+P17335,"Intra Coastal Packing, Inc.",FL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102618255,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
577,P419,"Case Farms Processing, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102605487,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
669,M7964+P7964,Columbia Meats. Inc.,SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612658,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
750,P19128,"Case Farms of North Carolina, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102613641,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
865,M1392+P1392,"Dudley Poultry Company, Inc,",NY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102613524,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1358,M17375+P17375,E.G. Food Inc.,NY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102605581,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1423,M18596+P18596,K&L Ranch Inc.,NJ,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102613679,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1581,P1525,"Samuel Holmes, Inc.",MA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102615357,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1610,M4089+P4089+V4089,"Poultry Products of Manchester, LLC",NH,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612702,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1636,P4735,"Somerville Live Poultry Co., Inc.",MA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610472,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2249,M667+P667,Mountaire Farms Inc.,DE,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608469,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2351,P7927,"AMICK FARMS, LLC",MD,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611205,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2436,P18491,"EASTERN SHORE POULTRY COMPANY, INC",DE,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607671,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2902,M18554+P18554,JCG Industries,IL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612535,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2903,M18600+P18600,Greco and Sons,IL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609267,10-Dec-20,Product-Raw-Intact-Chicken,Positive,Schwarzengrund,NULL,NULL,Pan-Susceptible,NULL,Negative,NULL,NULL,NULL,NULL
2961,M322A+P322,Pilgrim's Pride Corporation,MN,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616274,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3786,M19433+P19433,Ambassador Meat Dist. Inc.,MO,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102617730,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3850,P165S+V165S,"OK Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611898,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3851,P208+V208,"George's Processing, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611315,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3852,P468,"Peco Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610294,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3873,M5842+P5842+V5842,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102606082,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3879,P7085+V7085,"Tyson Foods, Inc",OK,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102615283,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3923,M19719+P19719,Twin Rivers Foods,AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611545,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4093,P19865+V19865,House of Raeford Farms of LA,LA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102617199,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4181,M2213D+P2213D+V2213D,Buckhead Meat Dallas a Sysco Company,TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608696,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4199,M2298+P2298,"Deen Meat and Cooked Foods, Inc.",TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616521,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4270,M7231+P7231,HEB Meat Plant,TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609841,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4430,M19909+P19909,"Bally United Produce, LTD",TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610308,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4436,M20088+P20088+V20088,"Brakebush Irving, Inc.",TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102613441,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4490,P522,"Sanderson Farms, Inc. (Processing Div)",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610154,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4496,P6504,"Peco Foods, Inc.",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611598,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4506,P548,"JCG  Foods of Alabama, LLC",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614535,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4516,P7342+V7342,Wayne Farms LLC,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614378,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5263,M4985+P4985,"Modesto Food Distributors, Inc.",CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607728,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5598,M550+P18178,Sterling Pacific Meat Co.,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610779,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5660,M4104+P4104,Palisades Ranch,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614461,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
5850,M18895+P18895,"US Foods, Inc.",CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614779,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5881,M19782+P19782,E. Excel Food Inc,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612023,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6036,P6164A,Foster Farms,WA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609100,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6053,M6267+P6267,Interbay Food Company,WA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614126,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6243,M17395+P17395,50th State Poultry,HI,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607088,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6545,P8369,"Oaks Poultry Co., Inc.",PA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616460,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6767,M9684+P9684,Keck's Food Service,PA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612378,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7963,M21342+P21342,WanRong Trading Corp.,NY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609768,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7980,M21202+P21202,Halsey Food Service,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607613,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9259,M27389+P27389+V27389,Pitman Farms,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614394,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9469,M31877+P31877,Twin Rivers Foods,AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611558,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9524,M33885+P31851,Chee Foo International Inc,AZ,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616876,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9745,P32174,"Alatrade Foods, Inc.",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102605526,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9813,M21863A+P21863A,Rio Grande Pak Foods,TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616457,10-Dec-20,Product-Raw-Intact-Chicken,Positive,Kentucky,NULL,NULL,TET (H),NULL,Negative,NULL,NULL,NULL,NULL
10497,M32133+P32133,"A&B, Inc.",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607973,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12425,M34227+P34227,Lawson Foods Inc.,NJ,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608945,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12666,M4121A+P4121A+V4121A,Custom Made Meals,CO,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102615798,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13550,M2676+P2676,"Southeast Poultry, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610070,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. jejuni,NULL,NULL,Pan-Susceptible
100307,M44127+P44127,Adesa International LLC,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102610671,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
123383,P44817,"Chick-A-Ray Poultry & Egg Co., Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607529,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126610,M46922+P46922,"Global Foods Group, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608266,10-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126836,M27505A+P27505A,"Gold Creek Processing, LLC",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102613245,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163113,P46027,"Gold Creek Processing, LLC",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102618240,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163678,P46255,RFC LLC dba Gemstone Foods LLC,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611488,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. jejuni,NULL,NULL,Pan-Susceptible
6163898,P48308,"J-Bar Poultry Processing, LLC",ID,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102618286,10-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
564,P687,House of Raeford,SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102606461,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. jejuni,NULL,NULL,TET (H)
592,P1309,House of Raeford Farms Inc.,SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102615295,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
672,P7987,"Amick Farms, LLC",SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102605789,11-Dec-20,Product-Raw-Intact-Chicken,Positive,Kentucky,NULL,NULL,TET (H),NULL,Negative,NULL,NULL,NULL,NULL
2264,P1249,"George's Chicken, LLC",VA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607688,11-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2902,M18554+P18554,JCG Industries,IL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102615204,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3786,M19433+P19433,Ambassador Meat Dist. Inc.,MO,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102615605,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4141,P206+V206,Pilgrim's Pride Corporation,TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102606750,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4244,M7091A+P7091A,Pilgrim's Pride Corporation,TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102612488,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5369,P9002,A. Tarantino & Sons,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611964,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6806,M9783+P8422,"Schiff's Restaurant Service, Inc.",PA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607312,11-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6972,P529+V529,Pilgrim's Pride Corporation,WI,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609433,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
124084,P45056,Golden Foods Inc.,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102614727,11-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
29,P476,Pilgrim's Pride Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102616266,13-Dec-20,Product-Raw-Intact-Chicken,Positive,Kentucky,NULL,NULL,TET (H),NULL,Negative,NULL,NULL,NULL,NULL
3942,P486,"Simmons Prepared Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102620363,13-Dec-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5240,M4873+P4873,"Commercial Meat Company, Inc.",CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608568,13-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
15,P243,"Tyson Foods, Inc.",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102620423,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
32,P646,"JCG Foods of Georgia, LLC",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102606774,14-Dec-20,Product-Raw-Intact-Chicken,Positive,Schwarzengrund,NULL,NULL,Pan-Susceptible,NULL,Negative,NULL,NULL,NULL,NULL
275,P19378,Koch Foods of Cumming Georgia,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607676,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
336,M6574+P6574,Grand Western Brands,FL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102608611,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
566,P843,Pilgrim's Pride Corporation,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609412,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
579,P622,Tyson Foods,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102619759,14-Dec-20,Product-Raw-Intact-Chicken,Positive,Infantis,NULL,NULL,NAL  FIS  TET (H),NULL,Negative,NULL,NULL,NULL,NULL
586,P1201,Pilgrim's Pride Corporation,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102611495,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
665,M7900+P7900,"Prestige Farms, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607568,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
763,M19493+P19493,"Beverly Processing, Inc.",SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102607736,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1336,M9900+P9900,Lipari's Sausage Inc.,NJ,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102609288,14-Dec-20,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
